branch,minor,date
4.14,152,2019-11-06 12:43:42+01:00
4.14,153,2019-11-10 11:25:43+01:00
4.14,154,2019-11-12 19:19:08+01:00
4.14,155,2019-11-20 18:00:54+01:00
4.14,156,2019-11-24 08:23:35+01:00
4.14,157,2019-12-01 09:14:37+01:00
4.14,158,2019-12-05 15:38:36+01:00
4.14,159,2019-12-17 20:40:05+01:00
4.14,16,2018-01-31 14:03:50+01:00
4.14,160,2019-12-21 10:47:56+01:00
4.14,161,2019-12-31 12:38:09+01:00
4.14,162,2020-01-04 14:00:23+01:00
4.14,163,2020-01-09 10:18:00+01:00
4.14,164,2020-01-12 12:12:09+01:00
4.14,165,2020-01-14 20:05:49+01:00
4.14,166,2020-01-17 19:45:55+01:00
4.14,167,2020-01-23 08:20:37+01:00
4.14,168,2020-01-27 14:46:54+01:00
4.14,169,2020-01-29 15:02:39+01:00
4.14,17,2018-02-03 17:39:25+01:00
4.14,170,2020-02-05 14:18:29+00:00
4.14,171,2020-02-14 16:32:24-05:00
4.14,172,2020-02-28 16:36:17+01:00
4.14,173,2020-03-11 18:03:09+01:00
4.14,174,2020-03-20 10:54:27+01:00
4.14,175,2020-04-02 16:34:38+02:00
4.14,176,2020-04-13 10:34:39+02:00
4.14,177,2020-04-24 08:01:25+02:00
4.14,178,2020-05-02 17:24:47+02:00
4.14,179,2020-05-05 19:15:53+02:00
4.14,18,2018-02-07 11:12:26-08:00
4.14,180,2020-05-10 10:29:03+02:00
4.14,181,2020-05-20 08:17:19+02:00
4.14,182,2020-05-27 16:43:13+02:00
4.14,183,2020-06-03 08:18:13+02:00
4.14,184,2020-06-11 09:23:02+02:00
4.14,185,2020-06-20 10:25:21+02:00
4.14,186,2020-06-25 15:42:02+02:00
4.14,187,2020-06-30 16:24:19-04:00
4.14,188,2020-07-09 09:36:33+02:00
4.14,189,2020-07-22 09:22:29+02:00
4.14,19,2018-02-13 10:19:50+01:00
4.14,190,2020-07-29 07:42:58+02:00
4.14,191,2020-07-31 16:44:45+02:00
4.14,192,2020-08-05 10:06:53+02:00
4.14,193,2020-08-07 09:38:42+02:00
4.14,194,2020-08-21 09:48:24+02:00
4.14,195,2020-08-26 10:30:00+02:00
4.14,196,2020-09-03 11:22:34+02:00
4.14,197,2020-09-09 19:03:14+02:00
4.14,198,2020-09-12 13:39:12+02:00
4.14,199,2020-09-23 10:46:37+02:00
4.14,2,2017-11-24 08:37:05+01:00
4.14,20,2018-02-16 20:23:12+01:00
4.14,200,2020-10-01 13:12:53+02:00
4.14,201,2020-10-14 09:51:14+02:00
4.14,202,2020-10-17 10:29:55+02:00
4.14,203,2020-10-29 09:07:21+01:00
4.14,204,2020-11-05 11:07:06+01:00
4.14,205,2020-11-10 10:29:08+01:00
4.14,206,2020-11-10 21:10:29+01:00
4.14,207,2020-11-18 18:28:03+01:00
4.14,208,2020-11-22 10:00:25+01:00
4.14,209,2020-11-24 13:05:58+01:00
4.14,21,2018-02-22 15:42:33+01:00
4.14,210,2020-12-02 08:34:45+01:00
4.14,211,2020-12-08 10:17:35+01:00
4.14,212,2020-12-11 13:39:07+01:00
4.14,213,2020-12-29 13:47:12+01:00
4.14,214,2021-01-09 13:37:40+01:00
4.14,215,2021-01-12 20:09:15+01:00
4.14,216,2021-01-17 13:59:01+01:00
4.14,217,2021-01-23 15:48:48+01:00
4.14,218,2021-01-30 13:31:17+01:00
4.14,219,2021-02-03 23:22:23+01:00
4.14,22,2018-02-25 11:08:04+01:00
4.14,220,2021-02-07 14:47:41+01:00
4.14,221,2021-02-10 09:12:10+01:00
4.14,222,2021-02-23 14:00:34+01:00
4.14,223,2021-03-03 18:22:57+01:00
4.14,224,2021-03-07 11:27:46+01:00
4.14,225,2021-03-11 13:51:06+01:00
4.14,226,2021-03-17 16:34:35+01:00
4.14,227,2021-03-24 11:05:06+01:00
4.14,228,2021-03-30 14:40:13+02:00
4.14,229,2021-04-07 12:47:05+02:00
4.14,23,2018-02-28 10:19:45+01:00
4.14,230,2021-04-10 13:20:12+02:00
4.14,231,2021-04-16 11:57:53+02:00
4.14,232,2021-04-28 12:08:44+02:00
4.14,233,2021-05-22 10:57:43+02:00
4.14,234,2021-05-26 11:47:01+02:00
4.14,235,2021-06-03 08:36:26+02:00
4.14,236,2021-06-10 12:43:54+02:00
4.14,237,2021-06-16 11:53:05+02:00
4.14,238,2021-06-30 09:21:52-04:00
4.14,239,2021-07-11 12:48:13+02:00
4.14,24,2018-03-03 10:24:39+01:00
4.14,240,2021-07-20 16:17:56+02:00
4.14,241,2021-07-28 11:12:20+02:00
4.14,242,2021-08-04 12:22:17+02:00
4.14,243,2021-08-08 08:53:30+02:00
4.14,244,2021-08-15 13:03:33+02:00
4.14,245,2021-08-26 08:57:28-04:00
4.14,246,2021-09-03 09:56:26+02:00
4.14,247,2021-09-22 11:45:35+02:00
4.14,248,2021-09-26 13:37:30+02:00
4.14,249,2021-10-06 15:05:11+02:00
4.14,25,2018-03-08 22:41:27-08:00
4.14,250,2021-10-09 14:09:46+02:00
4.14,251,2021-10-17 10:08:34+02:00
4.14,252,2021-10-20 10:42:06+02:00
4.14,253,2021-10-27 09:51:42+02:00
4.14,254,2021-11-02 18:25:13+01:00
4.14,255,2021-11-12 14:28:26+01:00
4.14,256,2021-11-26 11:40:42+01:00
4.14,257,2021-12-08 08:46:56+01:00
4.14,258,2021-12-14 10:16:58+01:00
4.14,259,2021-12-22 09:18:02+01:00
4.14,26,2018-03-11 16:23:23+01:00
4.14,260,2021-12-29 12:17:37+01:00
4.14,261,2022-01-05 12:33:49+01:00
4.14,262,2022-01-11 13:57:38+01:00
4.14,263,2022-01-27 09:01:02+01:00
4.14,264,2022-01-29 10:17:07+01:00
4.14,265,2022-02-08 18:16:30+01:00
4.14,266,2022-02-11 08:43:36+01:00
4.14,267,2022-02-16 12:44:53+01:00
4.14,268,2022-02-23 11:57:36+01:00
4.14,269,2022-03-02 11:34:01+01:00
4.14,27,2018-03-15 10:54:38+01:00
4.14,270,2022-03-08 19:01:59+01:00
4.14,271,2022-03-11 10:13:34+01:00
4.14,272,2022-03-16 12:57:09+01:00
4.14,273,2022-03-23 09:01:35+01:00
4.14,274,2022-03-28 08:22:27+02:00
4.14,275,2022-04-02 12:41:10+02:00
4.14,276,2022-04-20 09:08:33+02:00
4.14,277,2022-04-27 13:15:32+02:00
4.14,278,2022-05-12 12:17:11+02:00
4.14,279,2022-05-15 19:40:27+02:00
4.14,28,2018-03-19 08:42:57+01:00
4.14,280,2022-05-18 09:18:09+02:00
4.14,281,2022-05-25 08:41:22+02:00
4.14,282,2022-06-06 08:20:58+02:00
4.14,283,2022-06-14 16:54:02+02:00
4.14,284,2022-06-16 13:01:55+02:00
4.14,285,2022-06-25 11:46:46+02:00
4.14,286,2022-07-02 16:18:11+02:00
4.14,287,2022-07-07 17:31:18+02:00
4.14,288,2022-07-12 16:27:29+02:00
4.14,289,2022-07-21 20:42:48+02:00
4.14,29,2018-03-21 12:06:45+01:00
4.14,290,2022-07-29 17:06:53+02:00
4.14,291,2022-08-25 11:11:37+02:00
4.14,292,2022-09-05 10:25:07+02:00
4.14,293,2022-09-15 12:23:53+02:00
4.14,294,2022-09-20 11:51:31+02:00
4.14,295,2022-09-28 10:56:52+02:00
4.14,296,2022-10-26 13:17:14+02:00
4.14,297,2022-11-01 19:14:46+01:00
4.14,298,2022-11-03 23:50:57+09:00
4.14,299,2022-11-10 15:47:24+01:00
4.14,3,2017-11-30 08:41:00+00:00
4.14,30,2018-03-24 11:01:30+01:00
4.14,300,2022-11-25 17:36:55+01:00
4.14,301,2022-12-08 11:16:34+01:00
4.14,302,2022-12-14 11:26:16+01:00
4.14,303,2023-01-18 09:26:44+01:00
4.14,304,2023-01-24 07:05:20+01:00
4.14,305,2023-02-06 07:46:35+01:00
4.14,306,2023-02-22 12:46:07+01:00
4.14,307,2023-02-25 11:50:31+01:00
4.14,308,2023-03-11 16:26:55+01:00
4.14,309,2023-03-13 10:16:27+01:00
4.14,31,2018-03-28 18:24:51+02:00
4.14,310,2023-03-17 08:30:38+01:00
4.14,311,2023-03-22 13:26:16+01:00
4.14,312,2023-04-05 11:14:22+02:00
4.14,313,2023-04-20 12:02:12+02:00
4.14,314,2023-04-26 11:18:58+02:00
4.14,315,2023-05-17 11:11:52+02:00
4.14,316,2023-05-30 12:38:39+01:00
4.14,317,2023-06-09 10:22:55+02:00
4.14,318,2023-06-14 10:35:27+02:00
4.14,319,2023-06-21 15:38:59+02:00
4.14,32,2018-03-31 18:10:43+02:00
4.14,320,2023-06-28 10:14:22+02:00
4.14,321,2023-08-08 19:48:26+02:00
4.14,322,2023-08-11 11:33:57+02:00
4.14,323,2023-08-16 18:10:55+02:00
4.14,324,2023-08-30 16:35:16+02:00
4.14,325,2023-09-02 09:21:33+02:00
4.14,326,2023-09-23 10:47:06+02:00
4.14,327,2023-10-10 21:43:42+02:00
4.14,328,2023-10-25 11:13:33+02:00
4.14,329,2023-11-08 11:21:10+01:00
4.14,33,2018-04-08 14:26:34+02:00
4.14,330,2023-11-20 10:27:36+01:00
4.14,331,2023-11-28 16:45:46+00:00
4.14,332,2023-12-08 08:42:00+01:00
4.14,333,2023-12-13 16:46:18+01:00
4.14,334,2023-12-20 15:32:39+01:00
4.14,335,2024-01-08 11:25:05+01:00
4.14,336,2024-01-10 14:45:41+01:00
4.14,34,2018-04-12 12:32:27+02:00
4.14,35,2018-04-19 08:56:21+02:00
4.14,36,2018-04-24 09:36:40+02:00
4.14,37,2018-04-26 11:02:22+02:00
4.14,38,2018-04-29 11:33:18+02:00
4.14,39,2018-05-01 12:58:27-07:00
4.14,4,2017-12-05 11:26:38+01:00
4.14,40,2018-05-09 09:51:56+02:00
4.14,41,2018-05-16 10:10:32+02:00
4.14,42,2018-05-19 10:20:27+02:00
4.14,43,2018-05-22 18:54:07+02:00
4.14,44,2018-05-25 16:18:02+02:00
4.14,45,2018-05-30 07:52:42+02:00
4.14,46,2018-05-30 12:19:59+02:00
4.14,47,2018-05-30 22:32:31+02:00
4.14,48,2018-06-05 11:42:00+02:00
4.14,49,2018-06-11 22:49:22+02:00
4.14,5,2017-12-10 13:40:45+01:00
4.14,50,2018-06-16 09:45:18+02:00
4.14,51,2018-06-21 04:03:02+09:00
4.14,52,2018-06-26 08:06:33+08:00
4.14,53,2018-07-03 11:25:05+02:00
4.14,54,2018-07-08 15:30:53+02:00
4.14,55,2018-07-11 16:29:25+02:00
4.14,56,2018-07-17 11:39:34+02:00
4.14,57,2018-07-22 14:28:52+02:00
4.14,58,2018-07-25 11:25:11+02:00
4.14,59,2018-07-28 07:55:45+02:00
4.14,6,2017-12-14 09:53:15+01:00
4.14,60,2018-08-03 07:50:45+02:00
4.14,61,2018-08-06 16:20:52+02:00
4.14,62,2018-08-09 12:16:40+02:00
4.14,63,2018-08-15 18:13:02+02:00
4.14,64,2018-08-17 21:01:12+02:00
4.14,65,2018-08-18 10:48:00+02:00
4.14,66,2018-08-22 07:46:11+02:00
4.14,67,2018-08-24 13:09:23+02:00
4.14,68,2018-09-05 09:26:42+02:00
4.14,69,2018-09-09 19:56:02+02:00
4.14,7,2017-12-17 15:08:14+01:00
4.14,70,2018-09-15 09:45:37+02:00
4.14,71,2018-09-19 22:43:49+02:00
4.14,72,2018-09-26 08:38:16+02:00
4.14,73,2018-09-29 03:06:07-07:00
4.14,74,2018-10-03 17:01:00-07:00
4.14,75,2018-10-10 08:54:28+02:00
4.14,76,2018-10-13 09:27:30+02:00
4.14,77,2018-10-18 09:16:28+02:00
4.14,78,2018-10-20 09:48:54+02:00
4.14,79,2018-11-04 14:52:51+01:00
4.14,8,2017-12-20 10:10:38+01:00
4.14,80,2018-11-10 07:48:36-08:00
4.14,81,2018-11-13 11:15:18-08:00
4.14,82,2018-11-21 09:24:18+01:00
4.14,83,2018-11-23 08:19:27+01:00
4.14,84,2018-11-27 16:10:52+01:00
4.14,85,2018-12-01 09:43:00+01:00
4.14,86,2018-12-05 19:41:27+01:00
4.14,87,2018-12-08 13:03:41+01:00
4.14,88,2018-12-13 09:18:54+01:00
4.14,89,2018-12-17 09:28:56+01:00
4.14,9,2017-12-25 14:26:48+01:00
4.14,90,2018-12-21 14:13:19+01:00
4.14,91,2018-12-29 13:39:11+01:00
4.14,92,2019-01-09 17:14:53+01:00
4.14,93,2019-01-13 10:01:07+01:00
4.14,94,2019-01-16 22:07:13+01:00
4.14,95,2019-01-23 08:09:52+01:00
4.14,96,2019-01-26 09:37:07+01:00
4.14,97,2019-01-31 08:13:48+01:00
4.14,98,2019-02-06 17:31:37+01:00
4.14,99,2019-02-12 19:46:14+01:00
4.9,1,2017-01-06 10:40:28+01:00
4.9,10,2017-02-14 15:26:10-08:00
4.9,100,2018-05-16 10:08:45+02:00
4.9,101,2018-05-19 10:27:01+02:00
4.9,102,2018-05-22 16:58:04+02:00
4.9,103,2018-05-25 16:13:16+02:00
4.9,104,2018-05-30 07:50:52+02:00
4.9,105,2018-05-30 22:25:17+02:00
4.9,106,2018-06-05 10:28:58+02:00
4.9,107,2018-06-06 16:44:39+02:00
4.9,108,2018-06-13 16:16:44+02:00
4.9,109,2018-06-16 09:52:35+02:00
4.9,11,2017-02-18 15:11:56+01:00
4.9,110,2018-06-26 08:08:09+08:00
4.9,111,2018-07-03 11:23:18+02:00
4.9,112,2018-07-11 16:26:46+02:00
4.9,113,2018-07-17 11:37:54+02:00
4.9,114,2018-07-22 14:27:43+02:00
4.9,115,2018-07-25 11:24:03+02:00
4.9,116,2018-07-28 07:49:14+02:00
4.9,117,2018-08-03 07:55:27+02:00
4.9,118,2018-08-06 16:23:04+02:00
4.9,119,2018-08-09 12:18:00+02:00
4.9,12,2017-02-23 17:44:51+01:00
4.9,120,2018-08-15 18:14:55+02:00
4.9,121,2018-08-17 20:59:30+02:00
4.9,122,2018-08-18 10:47:20+02:00
4.9,123,2018-08-22 07:47:16+02:00
4.9,124,2018-08-24 13:12:43+02:00
4.9,125,2018-09-05 09:20:11+02:00
4.9,126,2018-09-09 20:01:26+02:00
4.9,127,2018-09-15 09:43:07+02:00
4.9,128,2018-09-19 22:47:17+02:00
4.9,129,2018-09-26 08:36:41+02:00
4.9,13,2017-02-26 11:11:18+01:00
4.9,130,2018-09-29 03:07:35-07:00
4.9,131,2018-10-03 17:01:55-07:00
4.9,132,2018-10-10 08:53:23+02:00
4.9,133,2018-10-13 09:18:59+02:00
4.9,134,2018-10-18 09:13:26+02:00
4.9,135,2018-10-20 09:51:33+02:00
4.9,136,2018-11-10 07:43:01-08:00
4.9,137,2018-11-13 11:17:06-08:00
4.9,138,2018-11-21 09:26:04+01:00
4.9,139,2018-11-23 08:20:39+01:00
4.9,14,2017-03-12 06:42:15+01:00
4.9,140,2018-11-23 12:57:41+01:00
4.9,141,2018-11-27 16:09:42+01:00
4.9,142,2018-12-01 09:44:27+01:00
4.9,143,2018-12-05 19:42:42+01:00
4.9,144,2018-12-08 13:05:15+01:00
4.9,145,2018-12-13 09:20:30+01:00
4.9,146,2018-12-17 09:38:35+01:00
4.9,147,2018-12-21 14:11:40+01:00
4.9,148,2018-12-29 13:40:16+01:00
4.9,149,2019-01-09 16:16:45+01:00
4.9,15,2017-03-15 10:03:13+08:00
4.9,150,2019-01-13 10:03:55+01:00
4.9,151,2019-01-16 22:12:33+01:00
4.9,152,2019-01-23 08:10:57+01:00
4.9,153,2019-01-26 09:38:36+01:00
4.9,154,2019-01-31 08:12:37+01:00
4.9,155,2019-02-06 17:33:30+01:00
4.9,156,2019-02-12 19:45:02+01:00
4.9,157,2019-02-15 08:07:39+01:00
4.9,158,2019-02-15 09:07:33+01:00
4.9,159,2019-02-20 10:18:35+01:00
4.9,16,2017-03-18 19:15:30+08:00
4.9,160,2019-02-23 09:05:59+01:00
4.9,161,2019-02-27 10:07:03+01:00
4.9,162,2019-03-05 17:57:07+01:00
4.9,163,2019-03-13 14:05:02-07:00
4.9,164,2019-03-19 13:14:12+01:00
4.9,165,2019-03-23 13:19:54+01:00
4.9,166,2019-03-27 14:13:05+09:00
4.9,167,2019-04-03 06:24:20+02:00
4.9,168,2019-04-05 22:29:15+02:00
4.9,169,2019-04-17 08:36:48+02:00
4.9,17,2017-03-22 12:44:07+01:00
4.9,170,2019-04-20 09:07:54+02:00
4.9,171,2019-04-27 09:34:48+02:00
4.9,172,2019-05-02 09:32:07+02:00
4.9,173,2019-05-04 08:49:10+02:00
4.9,174,2019-05-08 07:19:12+02:00
4.9,175,2019-05-10 17:52:11+02:00
4.9,176,2019-05-14 19:19:42+02:00
4.9,177,2019-05-16 19:43:47+02:00
4.9,178,2019-05-21 18:49:01+02:00
4.9,179,2019-05-25 18:26:58+02:00
4.9,18,2017-03-26 13:06:11+02:00
4.9,180,2019-05-31 06:48:32-07:00
4.9,181,2019-06-11 12:22:50+02:00
4.9,182,2019-06-17 19:53:33+02:00
4.9,183,2019-06-22 08:17:25+02:00
4.9,184,2019-06-27 08:14:21+08:00
4.9,185,2019-07-10 09:55:47+02:00
4.9,186,2019-07-21 09:06:09+02:00
4.9,187,2019-08-04 09:33:45+02:00
4.9,188,2019-08-06 18:29:42+02:00
4.9,189,2019-08-11 12:22:20+02:00
4.9,19,2017-03-30 09:41:57+02:00
4.9,190,2019-08-25 10:51:53+02:00
4.9,191,2019-09-06 10:19:54+02:00
4.9,192,2019-09-10 10:31:05+01:00
4.9,193,2019-09-16 08:19:34+02:00
4.9,194,2019-09-21 07:14:23+02:00
4.9,195,2019-10-05 12:30:37+02:00
4.9,196,2019-10-07 18:53:25+02:00
4.9,197,2019-10-17 13:42:47-07:00
4.9,198,2019-10-29 09:15:27+01:00
4.9,199,2019-11-06 12:18:29+01:00
4.9,2,2017-01-09 08:32:38+01:00
4.9,20,2017-03-31 10:32:02+02:00
4.9,200,2019-11-10 11:23:33+01:00
4.9,201,2019-11-12 19:16:25+01:00
4.9,202,2019-11-16 10:29:58+01:00
4.9,203,2019-11-25 09:53:54+01:00
4.9,204,2019-11-28 18:29:06+01:00
4.9,205,2019-11-29 09:31:25+01:00
4.9,206,2019-12-05 15:35:34+01:00
4.9,207,2019-12-21 10:42:35+01:00
4.9,208,2020-01-04 13:41:15+01:00
4.9,209,2020-01-12 11:24:28+01:00
4.9,21,2017-04-08 09:31:27+02:00
4.9,210,2020-01-14 20:04:32+01:00
4.9,211,2020-01-23 08:19:43+01:00
4.9,212,2020-01-29 10:24:41+01:00
4.9,213,2020-02-05 13:05:57+00:00
4.9,214,2020-02-14 16:31:10-05:00
4.9,215,2020-02-28 15:42:57+01:00
4.9,216,2020-03-11 07:53:14+01:00
4.9,217,2020-03-20 09:07:59+01:00
4.9,218,2020-04-02 17:20:41+02:00
4.9,219,2020-04-13 10:32:59+02:00
4.9,22,2017-04-12 12:41:42+02:00
4.9,220,2020-04-24 07:59:16+02:00
4.9,221,2020-05-02 17:23:20+02:00
4.9,222,2020-05-05 19:14:41+02:00
4.9,223,2020-05-10 10:28:04+02:00
4.9,224,2020-05-20 08:15:44+02:00
4.9,225,2020-05-27 16:42:03+02:00
4.9,226,2020-06-03 08:16:48+02:00
4.9,227,2020-06-11 09:22:24+02:00
4.9,228,2020-06-20 10:24:22+02:00
4.9,229,2020-06-30 16:26:01-04:00
4.9,23,2017-04-18 07:12:30+02:00
4.9,230,2020-07-09 09:35:57+02:00
4.9,231,2020-07-22 09:10:54+02:00
4.9,232,2020-07-31 16:44:08+02:00
4.9,233,2020-08-21 11:02:11+02:00
4.9,234,2020-08-26 10:29:07+02:00
4.9,235,2020-09-03 11:21:23+02:00
4.9,236,2020-09-12 11:47:40+02:00
4.9,237,2020-09-23 08:46:17+02:00
4.9,238,2020-10-01 20:40:19+02:00
4.9,239,2020-10-14 09:48:17+02:00
4.9,24,2017-04-21 09:31:39+02:00
4.9,240,2020-10-17 11:02:21+02:00
4.9,241,2020-10-29 09:05:46+01:00
4.9,242,2020-11-10 10:24:04+01:00
4.9,243,2020-11-10 21:04:57+01:00
4.9,244,2020-11-18 18:26:32+01:00
4.9,245,2020-11-22 09:58:15+01:00
4.9,246,2020-11-24 13:03:10+01:00
4.9,247,2020-12-02 08:31:29+01:00
4.9,248,2020-12-11 13:38:02+01:00
4.9,249,2020-12-29 13:45:08+01:00
4.9,25,2017-04-27 09:11:26+02:00
4.9,250,2021-01-09 13:35:51+01:00
4.9,251,2021-01-12 19:49:06+01:00
4.9,252,2021-01-17 13:57:56+01:00
4.9,253,2021-01-23 15:38:19+01:00
4.9,254,2021-01-30 13:27:16+01:00
4.9,255,2021-02-03 23:19:52+01:00
4.9,256,2021-02-05 14:53:42+01:00
4.9,257,2021-02-10 09:09:27+01:00
4.9,258,2021-02-23 13:59:18+01:00
4.9,259,2021-03-03 17:44:46+01:00
4.9,26,2017-05-03 08:36:50-07:00
4.9,260,2021-03-07 11:25:59+01:00
4.9,261,2021-03-11 13:48:03+01:00
4.9,262,2021-03-17 16:10:19+01:00
4.9,263,2021-03-24 10:59:26+01:00
4.9,264,2021-03-30 14:41:43+02:00
4.9,265,2021-04-07 12:05:41+02:00
4.9,266,2021-04-10 13:04:45+02:00
4.9,267,2021-04-16 11:59:12+02:00
4.9,268,2021-04-28 12:07:17+02:00
4.9,269,2021-05-22 10:40:34+02:00
4.9,27,2017-05-08 07:48:32+02:00
4.9,270,2021-05-26 11:29:09+02:00
4.9,271,2021-06-03 08:23:33+02:00
4.9,272,2021-06-10 12:42:37+02:00
4.9,273,2021-06-16 11:36:36+02:00
4.9,274,2021-06-30 09:23:02-04:00
4.9,275,2021-07-11 12:46:41+02:00
4.9,276,2021-07-20 16:21:16+02:00
4.9,277,2021-07-28 09:14:29+02:00
4.9,278,2021-08-04 11:58:04+02:00
4.9,279,2021-08-08 08:38:54+02:00
4.9,28,2017-05-14 14:00:37+02:00
4.9,280,2021-08-15 13:01:05+02:00
4.9,281,2021-08-26 08:58:30-04:00
4.9,282,2021-09-03 09:44:41+02:00
4.9,283,2021-09-22 11:43:10+02:00
4.9,284,2021-09-26 13:36:19+02:00
4.9,285,2021-10-06 10:23:43+02:00
4.9,286,2021-10-09 13:25:59+02:00
4.9,287,2021-10-17 10:05:40+02:00
4.9,288,2021-10-27 09:34:01+02:00
4.9,289,2021-11-02 17:39:24+01:00
4.9,29,2017-05-20 14:28:55+02:00
4.9,290,2021-11-12 13:18:03+01:00
4.9,291,2021-11-26 11:48:44+01:00
4.9,292,2021-12-08 08:45:07+01:00
4.9,293,2021-12-14 10:04:50+01:00
4.9,294,2021-12-22 09:05:16+01:00
4.9,295,2021-12-29 12:14:49+01:00
4.9,296,2022-01-05 12:31:25+01:00
4.9,297,2022-01-11 13:38:13+01:00
4.9,298,2022-01-27 08:47:43+01:00
4.9,299,2022-01-29 10:15:58+01:00
4.9,3,2017-01-12 11:41:42+01:00
4.9,30,2017-05-25 15:45:05+02:00
4.9,300,2022-02-08 18:15:30+01:00
4.9,301,2022-02-11 08:41:17+01:00
4.9,302,2022-02-16 12:43:55+01:00
4.9,303,2022-02-23 11:56:41+01:00
4.9,304,2022-03-02 11:32:07+01:00
4.9,305,2022-03-08 19:00:59+01:00
4.9,306,2022-03-11 10:03:33+01:00
4.9,307,2022-03-16 12:49:02+01:00
4.9,308,2022-03-23 09:00:34+01:00
4.9,309,2022-03-28 08:06:06+02:00
4.9,31,2017-06-07 12:08:04+02:00
4.9,310,2022-04-12 07:52:17+02:00
4.9,311,2022-04-20 09:06:46+02:00
4.9,312,2022-04-27 13:14:12+02:00
4.9,313,2022-05-12 12:14:58+02:00
4.9,314,2022-05-15 19:39:17+02:00
4.9,315,2022-05-18 09:15:44+02:00
4.9,316,2022-05-25 08:39:50+02:00
4.9,317,2022-06-06 08:19:47+02:00
4.9,318,2022-06-14 16:52:42+02:00
4.9,319,2022-06-16 13:00:52+02:00
4.9,32,2017-06-14 15:06:16+02:00
4.9,320,2022-06-25 11:45:20+02:00
4.9,321,2022-07-02 16:17:16+02:00
4.9,322,2022-07-07 17:30:12+02:00
4.9,323,2022-07-12 16:26:25+02:00
4.9,324,2022-07-21 20:40:33+02:00
4.9,325,2022-07-29 17:05:48+02:00
4.9,326,2022-08-25 11:09:32+02:00
4.9,327,2022-09-05 10:23:58+02:00
4.9,328,2022-09-15 12:39:46+02:00
4.9,329,2022-09-20 11:50:16+02:00
4.9,33,2017-06-17 06:43:47+02:00
4.9,330,2022-09-28 10:55:47+02:00
4.9,331,2022-10-26 13:15:49+02:00
4.9,332,2022-11-03 23:49:19+09:00
4.9,333,2022-11-10 15:46:08+01:00
4.9,334,2022-11-25 17:35:44+01:00
4.9,335,2022-12-08 11:15:42+01:00
4.9,336,2022-12-14 11:24:35+01:00
4.9,337,2023-01-07 12:07:38+01:00
4.9,34,2017-06-24 07:14:26+02:00
4.9,35,2017-06-29 13:00:49+02:00
4.9,36,2017-07-05 14:40:44+02:00
4.9,37,2017-07-12 15:42:41+02:00
4.9,38,2017-07-15 12:17:55+02:00
4.9,39,2017-07-21 07:42:36+02:00
4.9,4,2017-01-15 13:43:07+01:00
4.9,40,2017-07-27 15:08:24-07:00
4.9,41,2017-08-06 19:00:06-07:00
4.9,42,2017-08-11 08:49:50-07:00
4.9,43,2017-08-12 19:31:45-07:00
4.9,44,2017-08-16 13:44:13-07:00
4.9,45,2017-08-24 17:12:55-07:00
4.9,46,2017-08-30 10:24:43+02:00
4.9,47,2017-09-02 07:08:05+02:00
4.9,48,2017-09-07 08:35:53+02:00
4.9,49,2017-09-10 07:49:19+02:00
4.9,5,2017-01-20 10:56:02+01:00
4.9,50,2017-09-13 14:13:54-07:00
4.9,51,2017-09-20 08:20:15+02:00
4.9,52,2017-09-27 14:40:05+02:00
4.9,53,2017-10-05 09:44:17+02:00
4.9,54,2017-10-08 10:26:32+02:00
4.9,55,2017-10-12 11:51:27+02:00
4.9,56,2017-10-12 21:24:22+02:00
4.9,57,2017-10-18 09:35:42+02:00
4.9,58,2017-10-21 17:21:39+02:00
4.9,59,2017-10-27 10:38:11+02:00
4.9,6,2017-01-26 08:25:24+01:00
4.9,60,2017-11-02 09:49:15+01:00
4.9,61,2017-11-08 10:08:37+01:00
4.9,62,2017-11-15 15:53:21+01:00
4.9,63,2017-11-18 11:22:25+01:00
4.9,64,2017-11-21 09:23:30+01:00
4.9,65,2017-11-24 08:33:43+01:00
4.9,66,2017-11-30 08:39:15+00:00
4.9,67,2017-12-05 11:24:35+01:00
4.9,68,2017-12-09 22:01:57+01:00
4.9,69,2017-12-14 09:28:24+01:00
4.9,7,2017-02-01 08:33:31+01:00
4.9,70,2017-12-16 16:26:04+01:00
4.9,71,2017-12-20 10:07:34+01:00
4.9,72,2017-12-25 14:23:47+01:00
4.9,73,2017-12-29 17:43:00+01:00
4.9,74,2018-01-02 20:35:18+01:00
4.9,75,2018-01-05 15:46:36+01:00
4.9,76,2018-01-10 09:29:55+01:00
4.9,77,2018-01-17 09:39:00+01:00
4.9,78,2018-01-23 19:57:10+01:00
4.9,79,2018-01-31 12:55:57+01:00
4.9,8,2017-02-04 09:47:29+01:00
4.9,80,2018-02-03 17:05:43+01:00
4.9,81,2018-02-13 12:36:03+01:00
4.9,82,2018-02-17 13:21:21+01:00
4.9,83,2018-02-22 15:43:56+01:00
4.9,84,2018-02-25 11:05:56+01:00
4.9,85,2018-02-28 10:18:34+01:00
4.9,86,2018-03-03 10:23:29+01:00
4.9,87,2018-03-11 16:21:35+01:00
4.9,88,2018-03-18 11:18:56+01:00
4.9,89,2018-03-22 09:18:01+01:00
4.9,9,2017-02-09 08:08:40+01:00
4.9,90,2018-03-24 11:00:27+01:00
4.9,91,2018-03-28 18:39:26+02:00
4.9,92,2018-03-31 18:11:36+02:00
4.9,93,2018-04-08 12:13:01+02:00
